Kriterium;Region;Anbieter;Score;Begründung;Quellen
Feature Store;USA;AWS;5;Amazon SageMaker Feature Store ist ein vollständig verwalteter Feature Store mit Online Store (für Low-Latency-Serving, <10ms) und Offline Store (S3-basiert für Training). Feature Groups mit Schema-Versionierung und Time-Travel. Automatische Synchronisation zwischen Online und Offline Store. Feature-Level-Zugriffssteuerung über Lake Formation. Integration mit SageMaker Pipelines für automatisiertes Feature-Engineering. Data Wrangler für visuelle Feature-Transformation. Streaming-Ingestion über Kinesis/Kafka. Branchenstandard für managed Feature Stores.;"https://aws.amazon.com/sagemaker/feature-store/; https://docs.aws.amazon.com/sagemaker/latest/dg/feature-store.html; https://docs.aws.amazon.com/sagemaker/latest/dg/feature-store-getting-started.html"
Feature Store;USA;Azure;4;Azure ML Managed Feature Store (GA seit 2023) bietet Feature Sets mit Transformationspipelines, Materialisierung in Online Store (Redis-basiert) und Offline Store (Parquet). Feature-Versionierung und Point-in-Time-Korrektheit für Training. Integration mit Azure ML Pipelines für Recurrent Materialization. Allerdings weniger ausgereift als SageMaker Feature Store (später gestartet, kleineres Ökosystem). Kein dedizierter Streaming-Ingestion-Pfad für Features. Alternativ Feast auf AKS als Open-Source-Option. Solides Produkt, aber noch nicht best-in-class.;"https://learn.microsoft.com/en-us/azure/machine-learning/concept-what-is-managed-feature-store; https://learn.microsoft.com/en-us/azure/machine-learning/tutorial-get-started-with-feature-store; https://learn.microsoft.com/en-us/azure/machine-learning/how-to-manage-feature-store"
Feature Store;USA;Google Cloud;5;Vertex AI Feature Store (2. Generation, BigTable/BigQuery-basiert) bietet Online Serving mit Sub-Millisekunden-Latenz (Bigtable) und Offline Storage in BigQuery. Feature Views für flexible Feature-Zusammenstellung. Point-in-Time Joins für korrektes Training. BigQuery als Offline Store ermöglicht SQL-basierte Feature-Exploration und -Transformation. Feature Monitoring für Drift-Erkennung. Streaming-Ingestion über BigQuery Streaming API. Tight Integration mit Vertex AI Pipelines und Training. Besonders stark durch BigQuery-Integration.;"https://cloud.google.com/vertex-ai/docs/featurestore/overview; https://cloud.google.com/vertex-ai/docs/featurestore/latest/overview; https://cloud.google.com/vertex-ai/docs/featurestore/latest/create-feature-view"
Feature Store;DE;STACKIT;0;STACKIT bietet keinen Feature Store und kein äquivalentes Konzept. Es gibt keine ML-Plattform, die Features zentral verwalten, versionieren oder bereitstellen könnte. Ein Feature Store müsste vollständig selbst aufgebaut werden (z.B. Feast auf Kubernetes + PostgreSQL/Redis). Kein Online- oder Offline-Store als Plattform-Feature. Kein Standardpfad oder Referenzarchitektur für Feature Management. Nicht sinnvoll umsetzbar ohne erheblichen Eigenaufwand.;"https://docs.stackit.cloud/; https://www.stackit.de/en/cloud/products-services/"
Feature Store;DE;IONOS;0;IONOS bietet keinen Feature Store und keine ML-Plattform, in die ein Feature Store integriert werden könnte. Ohne Managed-ML-Dienst gibt es keinen sinnvollen Anknüpfungspunkt für Feature Management. Feast oder Hopsworks könnten auf VMs/Kubernetes self-hosted werden, aber ohne jegliche Plattform-Integration. Kein Online-/Offline-Store, keine Feature-Versionierung, kein Point-in-Time-Join als Service. Nicht sinnvoll ohne umfangreichen Eigenbau.;"https://cloud.ionos.com/; https://explore.iteratec.com/blog/eu-sovereign-cloud-teil-2-cloud-services-in-der-praxis-featureumfang-und-portierbarkeit"
Feature Store;DE;Open Telekom Cloud (OTC);1;OTC ModelArts bietet keinen dedizierten Feature Store als Produkt. ModelArts hat Dataset Management für Labeling und Datenversionierung, aber kein Feature-Store-Konzept mit Online/Offline Serving, Feature-Versionierung oder Point-in-Time Joins. Features müssten manuell in OBS/DWS gespeichert und über eigene Pipelines bereitgestellt werden. Feast könnte auf CCE (Kubernetes) self-hosted werden und über DCS (Redis) als Online Store bzw. OBS als Offline Store betrieben werden – grundlegende IaaS-Bausteine vorhanden, aber kein Standardpfad. Nur über Eigenbau mit Partner-Support realisierbar.;"https://docs.otc.t-systems.com/modelarts/; https://www.open-telekom-cloud.com/en/products-services/core-services/modelarts; https://docs.otc.t-systems.com/modelarts/umn/data_management/"
Generative AI & LLM-Integration;USA;Azure;5;Durch die exklusive OpenAI-Partnerschaft und die extrem tiefe Integration in Enterprise-Anwendungen (GPT-4o, Copilot, Microsoft Fabric AI Agents) absoluter Marktführer im B2B-Umfeld.;Avidclan Technologies (https://www.avidclan.com/blog/aws-vs-azure-and-gcp-the-executive-guide-for-2026/)
Generative AI & LLM-Integration;USA;Google Cloud;5;Zieht mit Azure gleich dank 'Gemini Enterprise' und 'Vertex AI Agent Builder'. Bietet überlegene multimodale Fähigkeiten, native AI-Funktionen direkt in BigQuery sowie massive Kontextfenster (bis 2M Token).;Google Cloud BigQuery (https://cloud.google.com/bigquery)
Generative AI & LLM-Integration;USA;AWS;4;Amazon Bedrock positioniert sich stark als 'Schweiz der KI' mit Zugang zu Claude 3.5, Llama 3 und Titan. Technologisch herausragend, aber im Bereich fertiger 'Agentic AI'-Ökosysteme leicht hinter Microsoft und Google.;Avidclan Technologies (https://www.avidclan.com/blog/aws-vs-azure-and-gcp-the-executive-guide-for-2026/)
Generative AI & LLM-Integration;DE;IONOS;3;Der 'IONOS AI Model Hub' hat massiv aufgerüstet und bietet High-End Open-Source Modelle wie Llama 3.1 405B, Llama 3.3 70B, Mistral Small 24B und gpt-oss-120b. Fungiert jedoch als reiner API-Wrapper ohne das tiefe Agenten-Ökosystem der Hyperscaler.;IONOS AI Model Hub (https://cloud.ionos.com/managed/ai-model-hub)
Generative AI & LLM-Integration;DE;STACKIT;3;Das 'STACKIT AI Model Serving' bietet DSGVO-konformen Zugriff auf GPT-4, Claude 3 und brandaktuell das 4-bit quantisierte 'GPT-OSS 20B'. Zero Data Retention garantiert Sicherheit. Technologisch ähnlich wie IONOS ein reiner Endpunkt-Service.;STACKIT Docs (https://docs.stackit.cloud/) / innFactory (https://innfactory.de/en/cloud/stackit/products/ai-model-serving/)
Generative AI & LLM-Integration;DE;Open Telekom Cloud (OTC);2;Bietet grundlegendes LLM-Serving via ModelArts. Ist funktional solide für Basis-Inferenz, kann aber bei der Bereitstellung modernster, westlicher High-End-Modelle nicht mit der Agilität von IONOS oder STACKIT mithalten.;Xomnia (https://xomnia.com/post/navigating-the-european-cloud-landscape-open-telekom-cloud-stackit-and-ovhcloud-in-focus/)
Modell-Erklärbarkeit & Fairness;USA;Google Cloud;5;Vertex AI integriert MLOps, Modellüberwachung, Versionierung und Erklärbarkeit (Explainability) nahtlos 'out of the box'. Entwicklerfreundlichster und tiefster Ansatz im Markt.;TrueFoundry Market Guide 2026 (https://www.truefoundry.com/blog/sagemaker-alternatives)
Modell-Erklärbarkeit & Fairness;USA;AWS;4;Amazon SageMaker (inkl. Clarify) bietet extrem tiefe Analysemöglichkeiten für Bias und Explainability. Abwertung auf 4, da die Architektur hochkomplex ist und tiefe DevOps-Kenntnisse erfordert.;Leanware (https://www.leanware.co/insights/sagemaker-vs-vertex-ai)
Modell-Erklärbarkeit & Fairness;USA;Azure;4;Azure Machine Learning bietet eine umfassende End-to-End-Plattform mit starken Governance-Metriken. Gleichauf mit AWS, aber in der Handhabung etwas stringenter als SageMaker.;innFactory (https://innfactory.de/en/cloud/azure/products/machine-learning/)
Modell-Erklärbarkeit & Fairness;DE;Open Telekom Cloud (OTC);2;ModelArts liefert AutoML und Basis-Workflows (z.B. für Computer Vision), spezifische High-End-Features für AI-Fairness und komplexe Erklärbarkeit fehlen jedoch im direkten PaaS-Vergleich zu den US-Giganten.;T Cloud Public Use Cases (https://public.t-cloud.com/en/solutions/use-cases/artificial-intelligence)
Modell-Erklärbarkeit & Fairness;DE;STACKIT;1;Der Fokus liegt rein auf AI Model Serving (Inferenz). Native, verwaltete MLOps-Suiten zur Überprüfung von Trainingsdaten, Bias oder Modell-Fairness existieren als PaaS-Dienst nicht.;STACKIT Docs (https://docs.stackit.cloud/)
Modell-Erklärbarkeit & Fairness;DE;IONOS;1;IONOS bietet mit dem AI Model Hub nur Inferenz und Embedding-Erstellung (RAG). Komplexe MLOps- oder Explainability-Features müssen komplett selbst via IaaS aufgebaut werden.;IONOS AI Model Hub (https://cloud.ionos.com/managed/ai-model-hub)
Data Governance, Katalogisierung, Metadaten & Lineage;USA;Google Cloud;5;BigQuery bietet 'Built-in Data to AI Governance' basierend auf dem Dataplex Universal Catalog. Automatisches Metadata-Harvesting, semantische Suche (GenAI) und Data Insights sind direkt integriert.;Google Cloud BigQuery (https://cloud.google.com/bigquery)
Data Governance, Katalogisierung, Metadaten & Lineage;USA;Azure;4;Microsoft Purview ist ein mächtiges, unternehmensweites Tool für Data Governance, erfordert jedoch ein starkes Commitment zum proprietären Microsoft-Ökosystem.;InfoWorld Buyer's Guide (https://www.infoworld.com/article/4137452/buyers-guide-comparing-the-leading-cloud-data-platforms.html)
Data Governance, Katalogisierung, Metadaten & Lineage;USA;AWS;4;AWS Glue Data Catalog und Lake Formation bieten starke Governance, wirken aber im Vergleich zu Dataplex etwas fragmentierter und erfordern mehr Konfigurationsaufwand.;CloudOptimo (https://www.cloudoptimo.com/blog/6-key-differences-between-aws-glue-and-azure-data-factory/)
Data Governance, Katalogisierung, Metadaten & Lineage;DE;Open Telekom Cloud (OTC);4;DataArts Studio (DARTS) bietet ein sehr ausgereiftes, visuelles 'Data Governance Center' inkl. Data Lineage. Sehr stark für Compliance-getriebene Enterprise-Architekturen.;CREODIAS OTC Services (https://creodias.eu/cloud/open-telekom-cloud/additional-services/)
Data Governance, Katalogisierung, Metadaten & Lineage;DE;STACKIT;3;Setzt mit 'STACKIT Dremio' auf das souveräne Data Lakehouse (inkl. Apache Iceberg). Bringt semantische Layer mit, ein vollumfänglicher Data Catalog à la Purview muss jedoch zusätzlich orchestriert werden.;STACKIT Dremio (https://stackit.com/en/products/data-ai/stackit-dremio)
Data Governance, Katalogisierung, Metadaten & Lineage;DE;IONOS;2;Nutzt die 'Managed Stackable Data Platform'. Governance erfolgt über den OpenPolicyAgent (OPA). Bietet maximale Open-Source-Freiheit, erfordert aber massiven Eigenbau bei der Katalogisierung (z.B. Hive Metastore).;Stackable Docs (https://docs.stackable.tech/home/stable/concepts/overview/)
Datenqualitätsmanagement;USA;Google Cloud;5;Dataplex Data Quality integriert automatische Anomalieerkennung und Profiling nahtlos in BigQuery. Zählt derzeit zu den intelligentesten, KI-gestützten Quality-Tools am Markt.;Google Cloud BigQuery (https://cloud.google.com/bigquery)
Datenqualitätsmanagement;DE;Open Telekom Cloud (OTC);4;DataArts Studio verfügt über eingebaute, visuelle Module zur kontinuierlichen Validierung und Säuberung (Data Cleansing) von Daten gemäß strengen Enterprise-Standards.;CREODIAS OTC Services (https://creodias.eu/cloud/open-telekom-cloud/additional-services/)
Datenqualitätsmanagement;USA;AWS;3;Bietet mit AWS Glue DataBrew zwar gute visuelle Datenaufbereitung, Automatisierungen erfordern jedoch oft tiefere Code-Eingriffe im Vergleich zu integrierten Lösungen wie Dataplex.;CloudOptimo (https://www.cloudoptimo.com/blog/6-key-differences-between-aws-glue-and-azure-data-factory/)
Datenqualitätsmanagement;USA;Azure;3;Azure Data Factory bietet Data Flows zur Bereinigung. Die Quality-Checks sind solide, aber weniger stark durch native KI automatisiert.;InfoWorld (https://www.infoworld.com/article/4137452/buyers-guide-comparing-the-leading-cloud-data-platforms.html)
Datenqualitätsmanagement;DE;STACKIT;2;Qualitätsprüfungen müssen deklarativ (z.B. über STACKIT Workflows / Argo) oder extern in Dremio geschrieben werden. Kein 'Out-of-the-box' visuelles Data Quality Tool.;STACKIT Docs Workflows (https://docs.stackit.cloud/products/data-and-ai/workflows/)
Datenqualitätsmanagement;DE;IONOS;2;Innerhalb von Stackable wird Datenqualität klassisch über Apache NiFi Pipelines gesichert. Extrem flexibel, aber zu 100% manuell in der Definition.;Stackable Docs (https://docs.stackable.tech/home/stable/concepts/overview/)
Sicherheitsarchitektur & Zugriffskontrolle;DE;IONOS;3;IONOS ist DSGVO-konform, ISO 27001-zertifiziert und betreibt Rechenzentren ausschließlich in der EU. IAM-Grundfunktionen (Benutzer, Gruppen, Rollen) sind vorhanden. JEDOCH fehlen im Vergleich zu OTC und STACKIT (beide Score 4) die BSI-C5-Zertifizierung sowie Confidential Computing. Gegenüber den Hyperscalern (Score 5) fehlen KI-gestützte Sicherheitssuiten (kein Äquivalent zu GuardDuty, Defender for Cloud oder Security Command Center), kein SIEM, kein automatisiertes Threat-Detection. Score 3: solide Basis, aber weder auf dem Zertifizierungsniveau der DE-Konkurrenten noch auf dem Feature-Niveau der Hyperscaler.;https://european.cloud/provider/ionos/
Sicherheitsarchitektur & Zugriffskontrolle;DE;Open Telekom Cloud (OTC);4;OTC erfüllt BSI C5 Type 2, TISAX (Automotive), ISO 27001/27017/27018 und SOC 1/2 – damit eines der umfangreichsten Zertifizierungsportfolios in Deutschland. Anti-DDoS, Web Application Firewall (WAF), Host/Container Security und IAM mit feingranularem RBAC. Für regulierte Branchen (Automotive, Gesundheitswesen, öffentlicher Sektor) oft die erste Wahl unter DE-Anbietern. JEDOCH: keine KI-gestützten Threat-Detection-Suiten auf dem Niveau von AWS GuardDuty oder Azure Defender. Im Vergleich zu STACKIT (ebenfalls Score 4) breiter zertifiziert (TISAX), aber weniger konsequent bei Datensouveränität (Huawei-Technologie). Score 4: sehr stark für regulierte Umgebungen, aber nicht auf Hyperscaler-Funktionstiefe.;https://european.cloud/provider/open-telekom-cloud/
Sicherheitsarchitektur & Zugriffskontrolle;DE;STACKIT;4;BSI C5 Type 2 (höchster deutscher Cloud-Sicherheitsstandard), ISO 27001, Confidential Computing (SGX). Vollständige Isolierung vom US CLOUD Act durch rein deutsche/europäische Betreiberstruktur (Schwarz-Gruppe). Im Vergleich zu OTC (ebenfalls Score 4) stärkere Datensouveränität (kein Huawei-Involvement), aber schmaleres Zertifizierungsportfolio (kein TISAX). Gegenüber Hyperscalern fehlen fortgeschrittene Security-Tools (kein SIEM, kein KI-Threat-Detection). Score 4: herausragend bei Souveränität und Compliance, aber funktional hinter den Hyperscalern.;https://www.stxnext.com/blog/sovereign-cloud-with-stackit
Sicherheitsarchitektur & Zugriffskontrolle;USA;AWS;5;AWS bietet das breiteste Security-Portfolio der Cloud-Industrie: 143+ Compliance-Zertifizierungen (SOC 1/2/3, ISO 27001, FedRAMP, HIPAA, PCI DSS), IAM mit feingranularen Policies, GuardDuty (ML-basierte Threat Detection), Macie (sensible Daten in S3 erkennen), Security Hub (zentrales Security-Dashboard), Inspector (Vulnerability Scanning), AWS WAF, Shield (DDoS), KMS/CloudHSM für Verschlüsselung. Nitro-System für Hardware-basierte Isolation. Im Vergleich zu Azure und GCP (beide ebenfalls Score 5) hat AWS die meisten Zertifizierungen und die längste Track-Record. Score 5: Industriestandard.;"https://aws.amazon.com/security/; https://aws.amazon.com/compliance/programs/"
Sicherheitsarchitektur & Zugriffskontrolle;USA;Azure;5;Azure bietet tiefe Integration mit Entra ID (ehem. Azure AD) für Enterprise-IAM, Microsoft Defender for Cloud (CSPM + CWPP), Sentinel (Cloud-natives SIEM/SOAR), 100+ Compliance-Zertifizierungen. Besonderer Vorteil: nahtlose Integration mit Microsoft 365 und On-Premises Active Directory macht Azure zur bevorzugten Wahl für Enterprises mit Microsoft-Stack. Confidential Computing (AMD SEV-SNP). Im Vergleich zu AWS ähnlich breit, mit Stärke bei hybridem Identity-Management. Score 5.;"https://azure.microsoft.com/en-us/explore/security; https://learn.microsoft.com/en-us/azure/defender-for-cloud/"
Sicherheitsarchitektur & Zugriffskontrolle;USA;Google Cloud;5;Google Cloud bietet standardmäßige Verschlüsselung aller Daten at-rest und in-transit, BeyondCorp (Zero-Trust-Pionier), Security Command Center (CSPM), Cloud Armor (WAF/DDoS), Chronicle (Security Analytics/SIEM basierend auf Googles Infrastruktur). Titan-Sicherheitschips in eigener Hardware. Im Vergleich zu AWS/Azure etwas weniger Compliance-Zertifizierungen, aber technologisch führend bei Zero-Trust-Architektur. Score 5.;"https://cloud.google.com/security; https://cloud.google.com/beyondcorp"
Resilienz & Disaster Recovery;DE;IONOS;3;IONOS bietet Block-Storage mit vierfacher Redundanz und dezentrale europäische Rechenzentren (Frankfurt, Berlin, Karlsruhe). Snapshots und Backups sind verfügbar. JEDOCH: im Vergleich zu OTC (Score 4, Twin-Core-Regionen mit synchroner Spiegelung) fehlen automatisierte DR-Workflows und geografisch getrennte Region-Pairs. Gegenüber Hyperscalern (Score 5) fehlt die globale Reichweite und automatisierte Cross-Region-Replikation. Score 3: solide lokale Redundanz, aber eingeschränkte DR-Automatisierung.;"https://cloud.ionos.com/; https://docs.ionos.com/cloud/"
Resilienz & Disaster Recovery;DE;Open Telekom Cloud (OTC);4;OTC nutzt Twin-Core-Regionen (z.B. Magdeburg/Biere) mit physischer Trennung und synchroner Multi-Copy-Spiegelung. Storage Disaster Recovery Service (SDRS) bietet automatisiertes Failover. Cross-AZ-Redundanz innerhalb Regionen. Im Vergleich zu IONOS und STACKIT (beide Score 3) das reifste DR-Konzept unter den DE-Anbietern. Gegenüber Hyperscalern (Score 5) fehlt die globale Multi-Region-Skalierung. Score 4.;https://www.open-telekom-cloud.com/en/products-services
Resilienz & Disaster Recovery;DE;STACKIT;3;Georedundante Rechenzentren in Deutschland (Neckarsulm/Heilbronn) und Österreich (Ostermiething). SLA von 99,98% Verfügbarkeit. JEDOCH: nur 2 Standorte begrenzen die DR-Optionen. Keine automatisierten Cross-Region-Failover-Dienste. Im Vergleich zu OTC (Score 4) weniger ausgereift bei DR-Automatisierung, auf vergleichbarem Niveau mit IONOS (Score 3). Score 3.;"https://docs.stackit.cloud/; https://www.stackit.de/en/"
Resilienz & Disaster Recovery;USA;AWS;5;Größte globale Reichweite: 33+ Regionen, 105+ Availability Zones. S3 bietet 99,999999999% (11 Nines) Durability. Automatisierte Cross-Region-Replikation (S3 CRR, Aurora Global Database, DynamoDB Global Tables). AWS Backup für zentrales Backup-Management. Elastic Disaster Recovery (DRS) für automatisiertes Server-Recovery. Im Vergleich zu Azure und GCP (beide Score 5) hat AWS die meisten Regionen/AZs und den längsten Track-Record. Score 5.;"https://aws.amazon.com/about-aws/global-infrastructure/; https://aws.amazon.com/s3/storage-classes/"
Resilienz & Disaster Recovery;USA;Azure;5;60+ globale Regionen mit Availability Zones. Architektonischer Vorteil durch Region Pairs (geografisch getrennte Paare für garantiertes sequenzielles Failover). Azure Site Recovery für automatisiertes DR. Geo-redundant Storage (GRS/GZRS). Im Vergleich zu AWS hat Azure weniger Regionen, aber das Region-Pair-Konzept ist einzigartig und bietet strukturelle DR-Vorteile. Score 5.;"https://azure.microsoft.com/en-us/explore/global-infrastructure/; https://learn.microsoft.com/en-us/azure/site-recovery/"
Resilienz & Disaster Recovery;USA;Google Cloud;5;Eigenes globales Subsea-Glasfasernetzwerk (u.a. Dunant, Grace Hopper) für unübertroffene Inter-Region-Latenz. Live Migration von VMs bei Hardware-Wartung ohne Downtime. 40+ Regionen. Spanner bietet 99,999% SLA (Five Nines) – einzigartig in der Branche. Im Vergleich zu AWS/Azure weniger Regionen, aber technologisch führend bei Live Migration und Spanner-SLA. Score 5.;"https://cloud.google.com/about/locations; https://cloud.google.com/spanner"
Edge-Computing & lokale Verarbeitung;DE;IONOS;1;IONOS hat keinen Edge-Computing-Dienst. Reiner IaaS/PaaS-Fokus auf Standard-Rechenzentren. Kein Edge-Hardware-Ökosystem, keine Local Zones, keine Edge-spezifischen Angebote. Im Vergleich zu OTC (Score 2, Cumulocity-Partner) und STACKIT (Score 2, K8s-Edge-Möglichkeiten) hat IONOS gar keinen Edge-Ansatz. Score 1.;https://cloud.ionos.com/
Edge-Computing & lokale Verarbeitung;DE;Open Telekom Cloud (OTC);2;OTC selbst bietet kein natives Edge-Hardware-Produkt. Über das Telekom-Partnerökosystem (Cumulocity IoT Edge, T-Systems Edge-Dienste) sind Edge-Ansätze verfügbar, aber nicht als natives OTC-Cloud-Feature. Im Vergleich zu AWS (Score 5, Outposts/Wavelength/Greengrass) und Azure (Score 5, Arc/Stack) sehr eingeschränkt. Leicht besser als IONOS (Score 1) durch Partner-Ökosystem. Score 2.;https://www.open-telekom-cloud.com/en/products-services
Edge-Computing & lokale Verarbeitung;DE;STACKIT;2;Hauptfokus auf Cloud-Rechenzentren. STACKIT bietet Kubernetes-Möglichkeiten (Gardener-basiert), die theoretisch an der Edge deploybar sind, aber kein dediziertes Edge-Produkt. Für Schwarz-Gruppe-interne Logistik-/Retail-Szenarien existieren möglicherweise Edge-Ansätze, diese sind aber nicht als allgemeines Cloud-Produkt verfügbar. Auf vergleichbarem Niveau mit OTC (Score 2). Score 2.;https://docs.stackit.cloud/
Edge-Computing & lokale Verarbeitung;USA;AWS;5;AWS hat das umfangreichste Edge-Portfolio: Outposts (vollständige AWS-Infrastruktur on-premises), Local Zones (niedrige Latenz in Metropolen), Wavelength (5G-Edge über Telco-Partner), IoT Greengrass (ML-Inferenz auf Edge-Devices), Snow Family (Snowcone/Snowball für disconnected Edge). Im Vergleich zu Azure (Score 5, Arc/Stack) und GCP (Score 4) die breiteste Palette, besonders bei industriellen/IoT-Szenarien. Score 5.;"https://aws.amazon.com/outposts/; https://aws.amazon.com/wavelength/; https://aws.amazon.com/greengrass/"
Edge-Computing & lokale Verarbeitung;USA;Azure;5;Azure Stack (HCI, Hub, Edge) ermöglicht vollständige Azure-Dienste on-premises. Azure Arc erweitert Azure-Management auf beliebige Infrastruktur (on-prem, Multi-Cloud, Edge). Azure IoT Edge für Container-basierte Workloads auf Edge-Devices. Azure Percept (eingestellt 2023) war für Edge-AI. Im Vergleich zu AWS (Score 5) stärkeres Hybrid-Edge-Konzept durch Arc, weniger IoT-Edge-Hardware-Optionen. Score 5.;"https://azure.microsoft.com/en-us/products/azure-stack/; https://azure.microsoft.com/en-us/products/azure-arc/"
Edge-Computing & lokale Verarbeitung;USA;Google Cloud;4;Google Distributed Cloud (GDC) Edge ermöglicht GCP-Dienste an der Edge, Anthos für Multi-Cluster-K8s-Management. JEDOCH: GCP fokussiert stärker auf Container/K8s als auf industrielle OT-Hardware. Kein Äquivalent zu AWS Wavelength (5G-Edge) oder Snow Family. Weniger Edge-Hardware-Optionen als AWS/Azure. Score 4 statt 5: solides Angebot, aber schmaleres Edge-Portfolio.;"https://cloud.google.com/distributed-cloud; https://cloud.google.com/anthos"
Multi-Cloud, Hybrid & Portabilität;DE;IONOS;4;IONOS setzt mit Managed Stackable auf eine reine Open-Source-Datenplattform ohne proprietären Lock-in. Transparente, faire Egress-Kosten senken die Wechselbarrieren. Kubernetes basiert auf offenen Standards. JEDOCH: Score 5 impliziert aktive Exzellenz in Multi-Cloud-Management, nicht nur Abwesenheit von Lock-in. IONOS bietet kein Multi-Cloud-Management-Tool (kein Äquivalent zu Anthos, Azure Arc oder Terraform Cloud). Es gibt keine Cross-Cloud-Orchestrierung, kein Hybrid-Gateway und keine automatisierte Workload-Migration. Die Portabilität ist hoch (Open Source), aber aktives Multi-Cloud-Management fehlt. Im Vergleich zu Google Cloud (Score 4, Anthos + K8s-Erfinder) bietet IONOS weniger aktive Tooling-Unterstützung. Score 4 statt 5.;"https://docs.stackable.tech/home/stable/kubernetes/ionos-managed-stackable/; https://cloud.ionos.com/prices"
Multi-Cloud, Hybrid & Portabilität;DE;Open Telekom Cloud (OTC);4;OTC basiert auf offenen OpenStack-Standards (Huawei FusionSphere), was grundsätzlich hohe Interoperabilität bietet. OpenStack-APIs sind standardisiert und ermöglichen theoretische Portabilität. JEDOCH: die Huawei-spezifischen Erweiterungen (ModelArts, DLI, GaussDB) sind proprietär und nicht auf andere Clouds portierbar. Kein aktives Multi-Cloud-Management-Tool. Im Vergleich zu IONOS/STACKIT (beide Score 4) ähnliches Niveau: hohe theoretische Portabilität, wenig aktives Multi-Cloud-Tooling. Score 4.;"https://www.open-telekom-cloud.com/en/products-services; https://european.cloud/provider/open-telekom-cloud/"
Multi-Cloud, Hybrid & Portabilität;DE;STACKIT;4;STACKIT basiert zu 100% auf Open Source (OpenStack, Gardener-basiertes Kubernetes) und bietet maximale Portabilität ohne Vendor-Lock-in. Keine Strafgebühren bei Egress. JEDOCH: wie bei IONOS fehlt aktives Multi-Cloud-Tooling. Kein Äquivalent zu Anthos oder Azure Arc für Cross-Cloud-Orchestrierung. Die hohe Portabilität ist eine passive Eigenschaft der Architektur, kein aktiv bereitgestelltes Feature. Im Vergleich zu Google Cloud (Score 4, mit Anthos als aktivem Multi-Cloud-Tool) ist STACKIT bei Portabilität gleichwertig, aber bei aktivem Hybrid-Management schwächer. Score 4 statt 5.;"https://www.stxnext.com/blog/sovereign-cloud-with-stackit; https://docs.stackit.cloud/"
Multi-Cloud, Hybrid & Portabilität;USA;AWS;3;AWS hat durch proprietäre Services (Lambda, DynamoDB, Kinesis) und hohe Egress-Kosten ein signifikantes Lock-in-Risiko. JEDOCH: AWS bietet mit EKS Anywhere, AWS Outposts und der breitesten IaC-Unterstützung (CloudFormation, CDK, Terraform) durchaus Hybrid-Fähigkeiten. EKS Anywhere ermöglicht Kubernetes-Workloads on-premises. Die AWS-APIs sind ein de-facto-Standard, den viele Tools (z.B. MinIO als S3-kompatibel) nachbilden. Score 2 war zu hart – AWS hat zwar Lock-in-Tendenz, bietet aber mehr Hybrid-Tooling als die deutschen Anbieter. Score 3: schwächer als Azure (Arc) und Google (Anthos), aber nicht so schlecht wie Score 2 suggeriert.;"https://aws.amazon.com/eks/eks-anywhere/; https://aws.amazon.com/outposts/"
Multi-Cloud, Hybrid & Portabilität;USA;Azure;3;Azure Arc ist das stärkste Hybrid/Multi-Cloud-Management-Tool im Microsoft-Ökosystem und ermöglicht Azure-Management auf beliebiger Infrastruktur (AWS, GCP, on-prem). JEDOCH: die tiefe Integration in das Microsoft-Ökosystem (Entra ID, Office 365, Dynamics) erzeugt erhebliches Lock-in. Hohe Egress-Kosten. Im Vergleich zu GCP (Score 4, Anthos + Open-Source-Fokus) stärker bei Hybrid-Management aber höheres Lock-in. Besser als AWS (Score 3) bei Hybrid-Tooling (Arc > EKS Anywhere), aber ähnliches Lock-in-Niveau. Score 3.;https://azure.microsoft.com/en-us/products/azure-arc/
Multi-Cloud, Hybrid & Portabilität;USA;Google Cloud;4;Google als Kubernetes-Erfinder bietet mit Anthos das reifste Multi-Cloud-K8s-Management (GKE auf AWS, Azure, on-prem). Starker Open-Source-Fokus (Kubernetes, TensorFlow, Apache Beam). BigQuery Omni ermöglicht Analysen über AWS/Azure-Daten. Niedrigere Egress-Kosten als AWS/Azure. JEDOCH: auch GCP hat proprietäre Dienste (BigQuery, Spanner) die Lock-in erzeugen. Im Vergleich zu AWS (Score 3) und Azure (Score 3) das beste Gleichgewicht aus aktivem Multi-Cloud-Tooling und Open-Source-Commitment. Score 4.;"https://cloud.google.com/anthos; https://cloud.google.com/bigquery/docs/bigquery-omni-introduction"
Infrastructure as Code & DataOps;DE;IONOS;3;IONOS bietet einen offiziellen Terraform-Provider (gut bewertet in unabhängigen Tests) und eine REST-API für Infrastruktur-Provisionierung. Der Data Center Designer (DCD) ermöglicht visuelles IaC. JEDOCH: im Vergleich zu OTC und STACKIT (beide Score 4) sind CLI-Funktionalitäten eingeschränkter, und es fehlen native CI/CD-Dienste. Kein Äquivalent zu CloudFormation oder ARM Templates. Score 3.;"https://registry.terraform.io/providers/ionos-cloud/ionoscloud/latest/docs; https://www.wolk.work/blog/posts/european-cloud-providers-compared-a-hands-on-terraform-test-january-2026-"
